Name,Symbol,InstrumentType,Side,Action,PositionIntent,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
MU260605C01005000,MU260605C01005000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@41.25,41.25,DAY,2026-05-27T13:50:37.644Z,2026-05-27T13:50:53.984Z
QQQ260527P00723000,QQQ260527P00723000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@0.79,0.81,DAY,2026-05-27T13:49:46.738Z,2026-05-27T13:49:58.833Z
MU260605C01000000,MU260605C01000000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@32.4,33.45,DAY,2026-05-27T13:48:03.399Z,2026-05-27T13:48:03.583Z
WOLF260717C00060000,WOLF260717C00060000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@14.15,14.15,DAY,2026-05-27T13:47:37.542Z,2026-05-27T13:47:37.676Z
QQQ260527P00723000,QQQ260527P00723000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@1.06,1.06,DAY,2026-05-27T13:47:15.330Z,2026-05-27T13:47:22.269Z
WOLF260717C00060000,WOLF260717C00060000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,1.0,@15.45,,DAY,2026-05-27T13:44:51.986Z,
TSLA260717C00420000,TSLA260717C00420000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@42.6,42.6,DAY,2026-05-27T13:44:45.190Z,2026-05-27T13:44:45.237Z
USO260529P00127000,USO260529P00127000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,6.0,6.0,@1.18,1.18,DAY,2026-05-27T13:44:41.022Z,2026-05-27T13:44:41.059Z
WOLF260717C00060000,WOLF260717C00060000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@15.55,15.55,DAY,2026-05-27T13:41:35.644Z,2026-05-27T13:41:35.682Z
IREN260717C00047000,IREN260717C00047000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@17.65,17.65,DAY,2026-05-27T13:37:23.876Z,2026-05-27T13:37:23.927Z
MU260529C01010000,MU260529C01010000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@15.85,15.85,DAY,2026-05-27T13:35:31.785Z,2026-05-27T13:35:31.858Z
MU260529C01010000,MU260529C01010000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@20.3,19.9,DAY,2026-05-27T13:33:44.725Z,2026-05-27T13:33:44.766Z
UVXY260529C00035000,UVXY260529C00035000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,30.0,30.0,@0.16,0.16,DAY,2026-05-26T19:49:10.021Z,2026-05-26T19:49:24.720Z
MU260529C00985000,MU260529C00985000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@14.45,14.45,DAY,2026-05-26T19:48:09.364Z,2026-05-26T19:48:09.401Z
USO260529P00127000,USO260529P00127000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,6.0,6.0,@0.68,0.68,DAY,2026-05-26T18:01:03.426Z,2026-05-26T18:01:03.460Z
USO260529C00150000,USO260529C00150000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,8.0,8.0,@0.45,0.46,DAY,2026-05-26T18:00:21.536Z,2026-05-26T18:00:28.255Z
MU260529C00985000,MU260529C00985000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.45,10.45,DAY,2026-05-26T17:18:59.562Z,2026-05-26T17:18:59.625Z
QCOM260605C00260000,QCOM260605C00260000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@11.1,11.1,DAY,2026-05-26T15:54:01.066Z,2026-05-26T15:54:12.022Z
IREN260529C00064000,IREN260529C00064000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@1.4,1.44,DAY,2026-05-26T15:41:20.442Z,2026-05-26T15:41:20.635Z
IREN260529C00064000,IREN260529C00064000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.69,1.67,DAY,2026-05-26T15:18:24.774Z,2026-05-26T15:18:24.876Z
RELL260618C00025000,RELL260618C00025000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@1.0,1.0,DAY,2026-05-26T14:24:22.202Z,2026-05-26T14:24:22.250Z
QCOM260605C00260000,QCOM260605C00260000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.7,10.53,DAY,2026-05-26T14:18:34.322Z,2026-05-26T14:18:34.670Z
USO260529C00150000,USO260529C00150000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,8.0,8.0,@0.62,0.62,DAY,2026-05-26T13:52:12.141Z,2026-05-26T13:52:12.179Z
MU260529C00885000,MU260529C00885000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@22.05,22.05,DAY,2026-05-26T13:51:03.152Z,2026-05-26T13:51:03.250Z
QCOM260529C00210000,QCOM260529C00210000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@26.5,26.5,DAY,2026-05-26T13:50:38.231Z,2026-05-26T13:50:38.284Z
NVTS260529C00033000,NVTS260529C00033000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,7.0,7.0,@2.34,2.34,DAY,2026-05-26T13:43:56.645Z,2026-05-26T13:43:56.701Z
IREN260605C00064000,IREN260605C00064000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.72,2.72,DAY,2026-05-26T13:43:48.023Z,2026-05-26T13:43:48.582Z
MU260529C00885000,MU260529C00885000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@15.35,15.35,DAY,2026-05-26T13:35:12.364Z,2026-05-26T13:35:28.815Z
TSLA260717C00420000,TSLA260717C00420000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@37.8,37.8,DAY,2026-05-26T13:32:57.729Z,2026-05-26T13:33:03.797Z
CIFR260529C00025000,CIFR260529C00025000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,10.0,@0.64,,DAY,2026-05-26T13:31:02.498Z,
NVTS260529C00033000,NVTS260529C00033000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@1.23,1.21,DAY,2026-05-22T19:59:31.704Z,2026-05-22T19:59:31.838Z
NVTS260529C00033000,NVTS260529C00033000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,6.0,6.0,@1.23,1.16,DAY,2026-05-22T19:59:26.691Z,2026-05-22T19:59:26.826Z
NVTS260529C00028000,NVTS260529C00028000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@2.9,2.9,DAY,2026-05-22T19:53:27.181Z,2026-05-22T19:53:32.332Z
NVTS260529C00028000,NVTS260529C00028000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@2.69,2.7,DAY,2026-05-22T19:16:38.544Z,2026-05-22T19:16:38.587Z
AMD260522C00492500,AMD260522C00492500,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,2.0,@0.01,,DAY,2026-05-22T18:40:46.100Z,
CVX260717C00175000,CVX260717C00175000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@19.15,19.15,DAY,2026-05-22T18:40:19.650Z,2026-05-22T18:40:20.347Z
GUSH,GUSH,EQUITY,SELL,SELL,,FILLED,150.0,150.0,@38.36,38.36,DAY,2026-05-22T18:39:51.954Z,2026-05-22T18:39:51.990Z
QQQ260529P00697000,QQQ260529P00697000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,50.0,50.0,@0.12,0.12,DAY,2026-05-22T18:39:22.008Z,2026-05-22T18:39:35.610Z
QQQ260529P00696000,QQQ260529P00696000,OPTION,SELL,BTO,BUY_TO_OPEN,FILLED,50.0,50.0,@0.12,0.12,DAY,2026-05-22T18:39:22.008Z,2026-05-22T18:39:35.610Z
MU260605C01000000,MU260605C01000000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.7,5.7,DAY,2026-05-22T17:58:40.558Z,2026-05-22T17:58:40.720Z
TSLA260605C00455000,TSLA260605C00455000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@5.2,5.22,DAY,2026-05-22T17:58:19.023Z,2026-05-22T17:58:19.159Z
MRAM,MRAM,EQUITY,SELL,SELL,,FILLED,150.0,150.0,,28.0,GTC,2026-05-22T16:54:44.972Z,1780064143272
MRAM,MRAM,EQUITY,SELL,SELL,,CANCELLED,0.0,150.0,@60.0,,GTC,2026-05-22T16:54:44.972Z,
MRAM,MRAM,EQUITY,BUY,BUY,,FILLED,75.0,75.0,@32.95,32.95,DAY,2026-05-22T16:54:25.006Z,2026-05-22T16:54:25.045Z
GUSH,GUSH,EQUITY,SELL,SELL,,CANCELLED,0.0,150.0,@380.46,,GTC,2026-05-22T15:37:47.352Z,
GUSH,GUSH,EQUITY,SELL,SELL,,CANCELLED,0.0,150.0,,,GTC,2026-05-22T15:37:47.352Z,
TSLA260605C00455000,TSLA260605C00455000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.4,5.36,DAY,2026-05-22T15:31:13.123Z,2026-05-22T15:31:13.270Z
QCOM260529C00210000,QCOM260529C00210000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@30.9,30.9,DAY,2026-05-22T14:48:21.582Z,2026-05-22T14:48:26.805Z
NVTS260529C00028000,NVTS260529C00028000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.6,1.6,DAY,2026-05-22T13:37:29.257Z,2026-05-22T13:37:29.303Z
NVTS260529C00028000,NVTS260529C00028000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,4.0,@1.26,,DAY,2026-05-22T13:36:54.381Z,
AMD260522C00492500,AMD260522C00492500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@2.74,2.24,DAY,2026-05-22T13:31:36.933Z,2026-05-22T13:31:37.074Z
MRAM,MRAM,EQUITY,BUY,BUY,,FILLED,75.0,75.0,@32.45,32.33,DAY,2026-05-21T20:05:04.452Z,2026-05-21T20:05:04.492Z
USO260522P00135000,USO260522P00135000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@0.69,0.63,DAY,2026-05-21T19:25:05.815Z,2026-05-21T19:25:05.956Z
USO260527P00135000,USO260527P00135000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@3.1,3.12,DAY,2026-05-21T19:23:47.748Z,2026-05-21T19:23:47.886Z
USO260717C00145000,USO260717C00145000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@13.9,13.9,DAY,2026-05-21T19:23:37.726Z,2026-05-21T19:23:37.760Z
TTE260717C00087500,TTE260717C00087500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@6.7,6.7,DAY,2026-05-21T17:51:18.149Z,2026-05-21T17:51:18.194Z
USO260527P00135000,USO260527P00135000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.45,2.45,DAY,2026-05-21T17:17:23.716Z,2026-05-21T17:32:25.640Z
IREN260605C00064000,IREN260605C00064000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.38,2.38,DAY,2026-05-21T17:11:01.399Z,2026-05-21T17:11:01.439Z
QCOM260529C00210000,QCOM260529C00210000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@8.3,8.3,DAY,2026-05-21T16:47:13.185Z,2026-05-21T16:47:13.226Z
MU260529C00885000,MU260529C00885000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.25,5.25,DAY,2026-05-21T16:46:38.686Z,2026-05-21T16:46:38.720Z
NVTX,NVTX,EQUITY,SELL,SELL,,FILLED,25.0,25.0,@107.6,107.95,DAY,2026-05-21T15:09:16.531Z,2026-05-21T15:09:16.569Z
IREN260717C00047000,IREN260717C00047000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@13.3,13.3,DAY,2026-05-21T15:08:50.983Z,2026-05-21T15:09:05.580Z
QCOM260529C00210000,QCOM260529C00210000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@5.7,5.7,DAY,2026-05-21T15:08:20.759Z,2026-05-21T15:08:35.026Z
NVTX,NVTX,EQUITY,BUY,BUY,,FILLED,25.0,25.0,@110.0,110.0,DAY,2026-05-21T14:57:15.772Z,2026-05-21T14:57:41.339Z
FLNC,FLNC,EQUITY,SELL,SELL,,FILLED,300.0,300.0,@19.6,19.6,DAY,2026-05-21T14:57:04.243Z,2026-05-21T14:57:04.281Z
FLNC,FLNC,EQUITY,BUY,BUY,,FILLED,300.0,300.0,@19.89,19.89,DAY,2026-05-21T14:39:35.063Z,2026-05-21T14:39:39.215Z
NVTS260529C00025000,NVTS260529C00025000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@1.29,1.29,DAY,2026-05-21T14:34:13.637Z,2026-05-21T14:35:18.474Z
QCOM260529C00217500,QCOM260529C00217500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.0,5.0,DAY,2026-05-21T14:23:00.703Z,2026-05-21T14:23:00.775Z
QCOM260529C00217500,QCOM260529C00217500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.75,5.75,DAY,2026-05-21T13:53:48.941Z,2026-05-21T13:53:48.994Z
NVTS260529C00025000,NVTS260529C00025000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.57,1.57,DAY,2026-05-21T13:53:41.096Z,2026-05-21T13:53:46.048Z
TTE260717C00087500,TTE260717C00087500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@8.0,8.0,DAY,2026-05-21T13:49:10.784Z,2026-05-21T13:49:31.277Z
ARM260522C00290000,ARM260522C00290000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.75,5.75,DAY,2026-05-21T13:46:32.629Z,2026-05-21T13:46:43.216Z
ARM260522C00290000,ARM260522C00290000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.5,4.5,DAY,2026-05-21T13:33:38.963Z,2026-05-21T13:33:39.051Z
USO260717C00145000,USO260717C00145000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@18.2,18.2,DAY,2026-05-21T13:31:55.189Z,2026-05-21T13:32:16.121Z
GLD260717C00395000,GLD260717C00395000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@27.05,27.05,DAY,2026-05-21T13:30:58.327Z,2026-05-21T13:31:09.239Z
NVDA260522C00242500,NVDA260522C00242500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@0.1,0.1,DAY,2026-05-21T13:30:22.427Z,2026-05-21T13:32:23.382Z
NVTX,NVTX,EQUITY,SELL,SELL,,FILLED,40.0,40.0,@95.0,95.0,DAY,2026-05-20T22:38:38.679Z,2026-05-20T22:38:38.720Z
NVDA260522C00242500,NVDA260522C00242500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.41,1.41,DAY,2026-05-20T19:58:41.797Z,2026-05-20T19:58:41.889Z
GLD260717C00395000,GLD260717C00395000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@30.85,30.81,DAY,2026-05-20T19:48:43.853Z,2026-05-20T19:48:44.020Z
NVTX,NVTX,EQUITY,BUY,BUY,,FILLED,40.0,40.0,@105.05,105.05,DAY,2026-05-20T19:35:29.761Z,2026-05-20T19:35:37.475Z
QCOM260529C00217500,QCOM260529C00217500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.05,4.9,DAY,2026-05-20T17:20:45.806Z,2026-05-20T17:20:45.987Z
USO260717C00145000,USO260717C00145000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@14.15,14.15,DAY,2026-05-20T17:04:09.588Z,2026-05-20T17:04:09.638Z
INTC260605P00091000,INTC260605P00091000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,9.0,9.0,@1.07,1.08,DAY,2026-05-20T16:58:01.457Z,2026-05-20T16:58:01.503Z
IREN260717C00047000,IREN260717C00047000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@10.9,10.85,DAY,2026-05-20T16:00:54.885Z,2026-05-20T16:01:09.672Z
IREN260522P00053000,IREN260522P00053000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@2.99,2.99,DAY,2026-05-20T15:37:47.667Z,2026-05-20T15:38:16.631Z
GLD260717P00435000,GLD260717P00435000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@25.05,25.05,DAY,2026-05-20T14:54:42.277Z,2026-05-20T14:54:42.319Z
UAL,UAL,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@92.75,92.75,DAY,2026-05-20T14:18:59.830Z,2026-05-20T14:18:59.875Z
QCOM260529C00210000,QCOM260529C00210000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@6.0,5.82,DAY,2026-05-20T14:09:05.769Z,2026-05-20T14:09:29.367Z
INTC260605P00091000,INTC260605P00091000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,9.0,9.0,@1.06,1.06,DAY,2026-05-20T13:38:06.760Z,2026-05-20T13:38:13.003Z
MU260529C00850000,MU260529C00850000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@9.2,9.2,DAY,2026-05-20T13:36:37.464Z,2026-05-20T13:36:37.527Z
ARM260522C00250000,ARM260522C00250000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.7,5.7,DAY,2026-05-20T13:36:29.903Z,2026-05-20T13:36:29.989Z
ARM260522C00250000,ARM260522C00250000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.8,4.8,DAY,2026-05-20T13:33:57.098Z,2026-05-20T13:33:57.240Z
INTC260605P00091000,INTC260605P00091000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.95,0.95,DAY,2026-05-20T13:31:31.561Z,2026-05-20T13:31:31.627Z
INTC260605P00091000,INTC260605P00091000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@1.58,1.51,DAY,2026-05-19T19:25:50.791Z,2026-05-19T19:25:50.841Z
GLD260717P00435000,GLD260717P00435000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@27.75,27.75,DAY,2026-05-19T18:54:13.679Z,2026-05-19T18:54:26.447Z
INTC260529C00120000,INTC260529C00120000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@3.3,3.37,DAY,2026-05-19T18:47:31.569Z,2026-05-19T18:47:31.775Z
GLD260717P00435000,GLD260717P00435000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@27.45,27.45,DAY,2026-05-19T18:22:16.180Z,2026-05-19T18:22:16.247Z
MU260529C00850000,MU260529C00850000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@11.2,11.2,DAY,2026-05-19T18:08:23.928Z,2026-05-19T18:08:23.968Z
GLD260717P00430000,GLD260717P00430000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@23.8,23.8,DAY,2026-05-19T17:52:05.145Z,2026-05-19T17:52:15.481Z
INTC260529C00120000,INTC260529C00120000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.5,3.47,DAY,2026-05-19T17:28:42.983Z,2026-05-19T17:28:43.122Z
INTC260605P00091000,INTC260605P00091000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.44,1.44,DAY,2026-05-19T17:28:06.068Z,2026-05-19T17:28:06.118Z
INTC260605P00091000,INTC260605P00091000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.5,1.5,DAY,2026-05-19T17:17:58.462Z,2026-05-19T17:17:58.510Z
MU260522P00595000,MU260522P00595000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@4.7,4.7,DAY,2026-05-19T14:40:16.309Z,2026-05-19T14:40:16.344Z
GLD260717P00430000,GLD260717P00430000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@24.65,24.65,DAY,2026-05-19T14:27:32.908Z,2026-05-19T14:27:32.951Z
MU260522P00595000,MU260522P00595000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@6.1,6.1,DAY,2026-05-19T14:24:58.575Z,2026-05-19T14:25:06.631Z
MU260522P00590000,MU260522P00590000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.35,5.35,DAY,2026-05-19T14:24:28.927Z,2026-05-19T14:24:28.969Z
MU260522P00590000,MU260522P00590000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@5.5,5.35,DAY,2026-05-19T14:09:00.271Z,2026-05-19T14:09:00.405Z
MU260522P00595000,MU260522P00595000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@5.7,5.55,DAY,2026-05-19T14:07:39.339Z,2026-05-19T14:07:39.484Z
MU260522P00595000,MU260522P00595000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.85,4.85,DAY,2026-05-19T14:03:58.324Z,2026-05-19T14:04:06.956Z
NVTS,NVTS,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,300.0,@16.65,16.93,DAY,2026-05-19T14:03:28.734Z,2026-05-19T14:03:28.892Z
NVTS260522C00018000,NVTS260522C00018000,OPTION,BUY,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@16.65,16.93,DAY,2026-05-19T14:03:28.734Z,2026-05-19T14:03:28.892Z
GLD260717P00430000,GLD260717P00430000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@24.25,24.25,DAY,2026-05-19T13:53:06.970Z,2026-05-19T13:53:11.899Z
CVX260717C00175000,CVX260717C00175000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@22.55,22.55,DAY,2026-05-19T13:39:19.122Z,2026-05-19T13:39:19.162Z
UAL,UAL,EQUITY,SHORT,SHORT,,FILLED,100.0,100.0,@88.85,89.0,DAY,2026-05-19T13:38:23.566Z,2026-05-19T13:38:23.642Z
NVTS,NVTS,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,300.0,@17.2,17.24,DAY,2026-05-19T13:32:12.521Z,2026-05-19T13:32:12.716Z
NVTS260522C00018000,NVTS260522C00018000,OPTION,BUY,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@17.2,17.24,DAY,2026-05-19T13:32:12.521Z,2026-05-19T13:32:12.716Z
GLD260717P00430000,GLD260717P00430000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@24.8,24.8,DAY,2026-05-19T13:30:28.405Z,2026-05-19T13:30:28.566Z
MU260522P00450000,MU260522P00450000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,15.0,15.0,@0.31,0.31,DAY,2026-05-18T18:24:53.325Z,2026-05-18T18:25:00.338Z
MU260522P00450000,MU260522P00450000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.33,0.3,DAY,2026-05-18T18:21:50.867Z,2026-05-18T18:21:51.002Z
GLD260717P00435000,GLD260717P00435000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@24.1,24.1,DAY,2026-05-18T17:13:57.937Z,2026-05-18T17:14:03.370Z
USO260717C00145000,USO260717C00145000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@19.25,19.25,DAY,2026-05-18T16:20:21.228Z,2026-05-18T16:31:19.885Z
GLD260717P00435000,GLD260717P00435000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@25.0,25.0,DAY,2026-05-18T14:37:22.831Z,2026-05-18T14:37:22.869Z
NOK260618C00022000,NOK260618C00022000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,50.0,50.0,@0.17,0.18,DAY,2026-05-18T13:42:59.499Z,2026-05-18T13:43:21.606Z
SLV260821C00120000,SLV260821C00120000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,8.0,8.0,@1.29,1.3,DAY,2026-05-18T13:37:55.589Z,2026-05-18T13:38:10.759Z
SLV260618C00083000,SLV260618C00083000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.43,1.44,DAY,2026-05-18T13:37:41.600Z,2026-05-18T13:38:15.571Z
GUSH,GUSH,EQUITY,BUY,BUY,,FILLED,150.0,150.0,@39.55,39.55,DAY,2026-05-15T21:32:44.815Z,2026-05-15T21:32:44.854Z
IREN260522C00053000,IREN260522C00053000,OPTION,BUY,BTC,BUY_TO_CLOSE,FILLED,3.0,3.0,,3.7,DAY,2026-05-15T17:31:17.821Z,2026-05-15T17:31:17.866Z
NOK260618C00018000,NOK260618C00018000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,16.0,16.0,@0.33,0.33,DAY,2026-05-15T16:49:44.239Z,2026-05-15T16:49:44.301Z
IREN260522C00053000,IREN260522C00053000,OPTION,SELL,STO,SELL_TO_OPEN,FILLED,3.0,3.0,@3.25,3.34,DAY,2026-05-15T16:41:01.127Z,2026-05-15T16:41:20.822Z
IREN260522P00053000,IREN260522P00053000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.0,2.92,DAY,2026-05-15T16:40:47.563Z,2026-05-15T16:40:47.724Z
IMSR,IMSR,EQUITY,SELL,SELL,,FILLED,1500.0,1500.0,,7.19,DAY,2026-05-15T16:40:12.716Z,2026-05-15T16:40:22.757Z
IREN260522C00051000,IREN260522C00051000,OPTION,BUY,BTC,BUY_TO_CLOSE,FILLED,3.0,3.0,,6.59,DAY,2026-05-15T13:57:29.148Z,2026-05-15T13:57:29.191Z
INTC260605P00091000,INTC260605P00091000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,5.0,@2.16,,DAY,2026-05-15T13:55:27.985Z,
QCOM260529C00232500,QCOM260529C00232500,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,3.0,@4.3,,DAY,2026-05-15T13:53:23.223Z,
NVTS260522C00018000,NVTS260522C00018000,OPTION,SELL,STO,SELL_TO_OPEN,FILLED,6.0,6.0,@2.46,2.54,DAY,2026-05-15T13:48:39.996Z,2026-05-15T13:48:40.063Z
IREN260522C00051000,IREN260522C00051000,OPTION,SELL,STO,SELL_TO_OPEN,FILLED,3.0,3.0,@5.5,5.5,DAY,2026-05-15T13:47:49.350Z,2026-05-15T13:47:54.513Z
INTC260605P00091000,INTC260605P00091000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.32,2.32,DAY,2026-05-15T13:47:32.686Z,2026-05-15T13:47:59.704Z
